,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,ID,item,preço,quantidade,medida,Unidades,Quilos,Gramas,Litros,MLs
,111,Espetos Suino,17.5,5,Unidades,3.5,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,40,Fanta 2,9.49,1,Unidades,9.49,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,39,Fanta 510,2.99,1,Unidades,2.99,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,27,Farofa Temperada,3.49,400,Gramas,3.49,8.725,0.008725,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,32,Funada 2,6.29,1,Unidades,6.29,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,31,Guaraná Lata 350,3.39,1,Unidades,3.39,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,36,Heineken L.N 330,6.98,1,Unidades,6.98,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,14,Ketchup,49.99,3800,Gramas,49.99,13.155263157894739,0.013155263157894738,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,15,Ketchup Sachê,10.89,1008,Gramas,10.89,10.803571428571429,0.01080357142857143,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,23,Leite,5.49,1000,ML,5.49,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")",5.49,0.00549
,20,Maionese,12.99,1010,Gramas,12.99,12.861386138613861,0.012861386138613862,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,16,Maionese Sachê,10.89,1008,Gramas,10.89,10.803571428571429,0.01080357142857143,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,7,Mandioca Descascada,10.99,1000,Gramas,10.99,10.99,0.01099,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,13,Mostarda,16.99,3100,Gramas,16.99,5.4806451612903215,0.005480645161290322,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,17,Mostarda Sachê,10.89,1008,Gramas,10.89,10.803571428571429,0.01080357142857143,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,46,Óleo de soja,6,1000,ML,6,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")",6,0.006
,33,Original Garrafa 300,4.79,1,Unidades,4.79,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,42,Pão Baguete 15cm,5,1,Unidades,5,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,43,Pão Baguete 30cm (comper),2.8,1,Unidades,2.8,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,50,Pão de Alho,17.99,5,Unidades,3.598,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,18,Picles Conserva,69.9,1800,Gramas,69.9,38.833333333333336,0.03883333333333334,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,9,Pimentão Verde,11.89,1000,Gramas,11.89,11.89,0.011890000000000001,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,2,Polpa Cupuaçú,3.29,100,Gramas,3.29,32.9,0.0329,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,25,Queijo Coalho,55.98,1000,Gramas,55.98,55.98,0.055979999999999995,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,48,Queijo Mussarela,10,150,Gramas,10,66.66666666666667,0.06666666666666667,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,26,Queijo Parmesão,27.99,180,Gramas,27.99,155.5,0.1555,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,49,Queijo Ralado,49.9,1000,Gramas,49.9,49.9,0.0499,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,37,Skol 269,3.09,1,Unidades,3.09,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,4,Tomate Italiano,6.99,1000,Gramas,6.99,6.99,0.0069900000000000006,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,3,Tomate Salada,4.49,1000,Gramas,4.49,4.49,0.00449,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,19,Vinagre Álcool,2.59,750,ML,2.59,"=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")",3.453333333333333,0.003453333333333333
,52,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,53,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,54,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,55,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,56,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,57,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,58,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,59,,,,,"=IF(insumos[preço] <> """", insumos[[#This Row],[preço]] / IF(insumos[[#This Row],[medida]] = ""unidades"", insumos[[#This Row],[quantidade]], 1), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""Gramas"", 1000, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""Gramas"", 1, IF(insumos[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] / IF(insumos[[#This Row],[medida]] = ""ML"", 1000, IF(insumos[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(insumos[[#This Row],[preço]] / (insumos[quantidade] * IF(insumos[[#This Row],[medida]] = ""ML"", 1, IF(insumos[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
