,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,ID,item,preço,quantidade,medida,Unidades,Quilos,Gramas,Litros,MLs
,41,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,112,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,117,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,114,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,108,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,109,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,113,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,110,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,115,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,116,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,111,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,40,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,39,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,27,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,32,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,31,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,36,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,14,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,15,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,23,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,20,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,16,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,7,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,13,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,17,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
,46,,,,Unidades,"=IF(Embalagens[preço] <> """", Embalagens[[#This Row],[preço]] / IF(Embalagens[[#This Row],[medida]] = ""unidades"", Embalagens[[#This Row],[quantidade]], 1), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""Gramas"", 1, IF(Embalagens[[#This Row],[medida]] = ""Quilos"", 1000, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] / IF(Embalagens[[#This Row],[medida]] = ""ML"", 1000, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1, 0))), """")","=IFERROR(Embalagens[[#This Row],[preço]] / (Embalagens[quantidade] * IF(Embalagens[[#This Row],[medida]] = ""ML"", 1, IF(Embalagens[[#This Row],[medida]] = ""Litros"", 1000, 0))), """")"
